Indicators,BNC  ,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,SCOTIA,BICH,SOCABK,PROMOBK,SOCABL,BHD *,BHD 
OBLIGATIONS_À_VUE_banques_locales,0,0,0,0,0,0,0,300000,300000,Passif,Obligations à vue,Liability,Demand bonds,2015-03-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,141537,141537,Passif,Obligations à vue,Liability,Demand bonds,2015-03-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1215771.1136399999,123001.1413,204306.711619313,325724,1371629.36521,3754863.573822585,144027.73483,1062789,8337914.640421898,Passif,Obligations à vue,Liability,Demand bonds,2015-03-01,135802,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,254755,195000.00002,0,400000,0,1055000,0,1907755.0000200002,Passif,Obligations à terme,Liability,Term bonds,2015-03-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,1661350.02649,0,0,0,1661350.02649,Passif,Obligations à terme,Liability,Term bonds,2015-03-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,3855139.8837699997,4027.43343,2745.74734,66954,477752.8128900002,418915.97089835803,72202.72533000004,75960,5006423.573658357,Passif,Obligations à terme,Liability,Term bonds,2015-03-01,32725,,,,,,
AUTRES_PASSIFS_autres_passifs,890265.631,1243.78768,126532.85298352099,333314,1639909.75534,703701.839830228,75322.72462,126468,4202397.59145375,Passif,Autres passifs,Liability,Other liabilities,2015-03-01,305639,,,,,,
FONDS_PROPRES_capital_verse,1500000,165000,448651,270000,1325000,2092392,150000,103837,6149253,Fonds propres,Fonds propres,Equity,Equity,2015-03-01,94373,,,,,,
FONDS_PROPRES_reserves,275455.24528,29974.514,6195.604950000001,228651,1197885.9728,1175730.45538,166509.38644,70114,3197702.1788500003,Fonds propres,Fonds propres,Equity,Equity,2015-03-01,47186,,,,,,
FONDS_PROPRES_reserves_(prov._pour_pertes_sur_prets),109924.78353,0,29125.47505,0,0,0,0,0,164805.25858,Fonds propres,Fonds propres,Equity,Equity,2015-03-01,25755,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,93847.20015,1384,98479.45517,0,0,0,208035.65532000002,Fonds propres,Fonds propres,Equity,Equity,2015-03-01,0,,,,,,
FONDS_PROPRES_bnr,1415095.5991,-125792.23748,-216485.63401,541325,1175275.5624600004,3089314.23021,154670.42854,240296,6392231.9488200005,Fonds propres,Fonds propres,Equity,Equity,2015-03-01,118533,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,313844.24818,595.582669176,0,0,314439.830849176,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2015-03-01,0,,,,,,
HORS-BILAN_credit_documentaire,141536.7,0,0,0,840150.51486,664745.937346467,0,111192.27182,1891254.424026467,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2015-03-01,133629,,,,,,
HORS-BILAN_autres,1394630.943,238316.27753983802,4703.92717,184416,3635303.126059999,1348308.840838928,692026.9071350001,559228520.52803,567826015.5497738,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2015-03-01,1099789,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,10143971.973189998,1308737.70289,2738950.1399202654,5476729,19300195.633840002,24111731.34227,3479433.8282580003,1587923,70317854.62036827,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2015-03-01,2170182,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,303933.53065,463589.17333,55048.741553203,43483,688348.10103,146142.12683999998,71229.77997999999,9820,1857402.4533832031,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2015-03-01,75808,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,566778.7480000001,526257.9943218529,67989.647792868,35478,1402138,101461.06526,193001.66209,55954,3091665.117464721,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2015-03-01,142606,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,15499167.78014,1352565.83813,2718787.2653905377,6489462,26117746.095962472,32357926.82464695,3425147.68267,3463626,93928566.48693995,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2015-03-01,2504137,,,,,,
ACTIF_LIQUIDE_encaisse,3090851.562,100078.32782,343340.4444555,269057,1795694.3572099998,858430.343256044,29049.28482,50959,6620482.319561544,Actif,Actif liquide,Asset,Liquid asset,2014-03-01,83022,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,11608572.41,862617.86598,1519150.903147764,3832497,12725408.499199998,16320241.049140077,409823.73474,2864076,52151819.46220783,Actif,Actif liquide,Asset,Liquid asset,2014-03-01,2009432,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,1500694.002,531489.45734,92070.42097992201,695892,963659.3178399999,2853041.5796755482,7029.10531,300056,8235721.883145469,Actif,Actif liquide,Asset,Liquid asset,2014-03-01,1291790,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,266889.75453356,9177,13494.59195,7547.705893941666,1112852.2591300001,0,1409961.3115075019,Actif,Actif liquide,Asset,Liquid asset,2014-03-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,180568.15000000002,104774.77907,0,174679,511966.92222,668130.0789053281,28763.738230000003,178029,1938161.668425328,Actif,Actif liquide,Asset,Liquid asset,2014-03-01,91250,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,3250000,150000,150000,79847,450000,700000,0,0,4779847,Actif,Actif illiquide,Asset,Non-liquid asset,2014-03-01,0,,,,,,
ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.,3875000,0,0,0,0,0,0,0,3875000,Actif,Actif illiquide,Asset,Non-liquid asset,2014-03-01,0,,,,,,
ACTIF_ILLIQUIDE_autres_placements,5845104.328000002,25691.050870000006,25674.120871363994,462302,9440827.818090001,11468739.403706055,38556.673800000004,0,27306895.39533742,Actif,Actif illiquide,Asset,Non-liquid asset,2014-03-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,9726509.522130001,1043579.25826,1778772.2240426783,4943103,19053089.78341,20821894.012140002,2902319.843309,1503987,64023365.64329168,Actif,Actif illiquide,Asset,Non-liquid asset,2014-03-01,2250111,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1211678.2188099998,184903.79617000002,254603.83403,308698,1721631.14615,1349889.5940700003,187120.45464,380100,5659549.04387,Actif,Actif illiquide,Asset,Non-liquid asset,2014-03-01,60924,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1717851.0939999998,44735.97569,39164.967195630714,350971,1904328.2820499998,773949.643695592,100288.44833999999,144955,5083763.4109712215,Actif,Actif illiquide,Asset,Non-liquid asset,2014-03-01,7519,,,,,,
DÉPÔT_a_vue,20406154.043,1215031.07455,1354538.490625696,4896423,14011460.76247,23050550.94472214,980157.2308199999,3507780,72315902.54618783,Passif,Dépôt,Liability,Deposit,2014-03-01,2893807,,,,,,
DÉPÔT_epargne,9186599.85,592921.1624,1800207.4907743898,2557143,18327461.089569997,20130969.543959085,514255.85814,298497,54921987.994843476,Passif,Dépôt,Liability,Deposit,2014-03-01,1513933,,,,,,
DÉPÔT_a_terme,4115368.8884200007,837724.54274,669579.040076502,2161763,7626659.4401821885,5254469.327336318,1844659.43097,540744,23521006.66972501,Passif,Dépôt,Liability,Deposit,2014-03-01,470039,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2014-03-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2014-03-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1668372.274,242285.43352869397,173558.35571431404,288601,1554322.14311,1147061.0887255399,100044.96908999998,665678,5981172.2641685475,Passif,Obligations à vue,Liability,Demand bonds,2014-03-01,141249,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,15057.5,0,0,0,0,855000,0,873057.5,Passif,Obligations à terme,Liability,Term bonds,2014-03-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,1205250.51724,0,0,0,1205250.51724,Passif,Obligations à terme,Liability,Term bonds,2014-03-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,3065713.327,9779.65805,4849.47366,40032,599477.59549,272598.58308463404,28895.79110000003,62945,4115540.428384634,Passif,Obligations à terme,Liability,Term bonds,2014-03-01,31249,,,,,,
AUTRES_PASSIFS_autres_passifs,827555.451,398.74287,209542.80638631398,298651,1753707.9866999998,506845.00908557605,54310.745720000006,75635,4206349.741761889,Passif,Autres passifs,Liability,Other liabilities,2014-03-01,479703,,,,,,
FONDS_PROPRES_capital_verse,1500000,165000,450000,270000,1200000,2092924,150000,103837,6026134,Fonds propres,Fonds propres,Equity,Equity,2014-03-01,94373,,,,,,
FONDS_PROPRES_reserves,287551.943,87983,26311.10495,191165,1055563.7104900002,833713.9723799999,172221.88741999998,79683,2808801.61824,Fonds propres,Fonds propres,Equity,Equity,2014-03-01,74608,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,93847.20015,1384,98479.45517,0,0,0,208035.65532000002,Fonds propres,Fonds propres,Equity,Equity,2014-03-01,0,,,,,,
FONDS_PROPRES_bnr,946513.515,-132635.60293,-312767.29309,421061,1147718.017699999,2532730.93818,116257.62903000001,87363,4901328.20389,Fonds propres,Fonds propres,Equity,Equity,2014-03-01,95087,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,188623.9572,2339.36400979,0,0,190963.32120979,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2014-03-01,0,,,,,,
HORS-BILAN_credit_documentaire,134118.6,0,0,0,730114.8281,577558.7821956261,0,58564,1507313.210295626,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2014-03-01,6957,,,,,,
HORS-BILAN_autres,68012.486,261077.9611228,2383.745283,112461,3089262.53553,1238421.1159331503,706170.86164,4458948,10775463.705508951,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2014-03-01,838726,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,9955913.30213,1445153.1739,1803419.8174790142,4968468,19458422.2705,20955528.59656,2963453.305079,1551010,65435826.46564801,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2014-03-01,2334458,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,229403.78,401573.91564,24647.593436336003,25365,405332.48708999995,133634.58442,61133.461769999994,47023,1412460.822356336,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2014-03-01,84347,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,541851.264,454906.74672740605,69254,33339,1403174,70530.17723,297794.71105000004,0,3038515.899007406,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2014-03-01,167666,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,15312565.56042,1582330.60693,2045732.050796588,6382274,24202928.346852187,30441108.722647537,2450556.82713,2773612,87601249.11477631,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2014-03-01,2410141,,,,,,
ACTIF_LIQUIDE_encaisse,1125774.391,83747.08548000001,298001.03399062,216823,2150897.32972,912865.3837106269,20328.12611,49562,4919361.350011246,Actif,Actif liquide,Asset,Liquid asset,2013-03-01,61363,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,14051095.854,886454.6874599999,1114968.5584244921,3210183,13781253.740859998,14115655.515871648,421016.9488,3900978,53460534.30541614,Actif,Actif liquide,Asset,Liquid asset,2013-03-01,1978928,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,1321623.389,27857.29706,140122.36790668598,454411,402613.79172000004,3485954.516693431,8644.56776,350870,7520672.930140117,Actif,Actif liquide,Asset,Liquid asset,2013-03-01,1328576,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,104582.70977019801,18804,5536.786980000001,49710.83383960356,933812.14778,0,1112446.4783698015,Actif,Actif liquide,Asset,Liquid asset,2013-03-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,481671.288,67705.35064,29197.515932649996,125908,422918.86621,502571.323981134,8009.56079,71530,1731975.905553784,Actif,Actif liquide,Asset,Liquid asset,2013-03-01,22464,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,3615151.6,0,0,0,1094848.5,20000,0,346315,5226315.1,Actif,Actif illiquide,Asset,Non-liquid asset,2013-03-01,150000,,,,,,
ACTIF_ILLIQUIDE_autres_placements,9356585.003,24703.99074,110671.18761821999,633953,10300008.18819,13781840.017135173,29062.3708,160000,34396823.75748339,Actif,Actif illiquide,Asset,Non-liquid asset,2013-03-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,8898564.324630002,1021381.7901100001,1356674.840826824,4469832,16948580.06147,17586469.59725,2410670.4689510004,1640201,56455305.08323783,Actif,Actif illiquide,Asset,Non-liquid asset,2013-03-01,2122931,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1142914.37157,129932.22692,213610.60895999998,286638,1511020.0558299997,1336880.0043699997,150038.61628999998,335257,5212059.883939999,Actif,Actif illiquide,Asset,Non-liquid asset,2013-03-01,105769,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1814458.835,33508.43297,67946.02256957801,380810,1651062.1380099999,1101284.826482492,98301.96883999999,61844,5224869.22387207,Actif,Actif illiquide,Asset,Non-liquid asset,2013-03-01,15653,,,,,,
DÉPÔT_a_vue,25050932.145,807897.01067,975064.306212746,4099376,13717850.850720001,19922517.100442145,897079.97631,4743033,72765905.38935488,Passif,Dépôt,Liability,Deposit,2013-03-01,2552155,,,,,,
DÉPÔT_epargne,8492905.668,493646.59649,1791247.720383294,2420589,17581201.85876,19008389.249872647,470184.82955,307417,51944726.92305594,Passif,Dépôt,Liability,Deposit,2013-03-01,1379145,,,,,,
DÉPÔT_a_terme,3005456.84028,656892.04157,613275.8233992419,1661475,6903345.136680998,4634793.527464306,1382335.57552,1078658,20548840.94491455,Passif,Dépôt,Liability,Deposit,2013-03-01,612609,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,301116,0,0,0,200000,501116,Passif,Obligations à vue,Liability,Demand bonds,2013-03-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2013-03-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1291482.62,172713.33829638598,106048.240186734,228270,1501458.6681400002,1003906.297501403,85898.58216,250558,4861170.746284523,Passif,Obligations à vue,Liability,Demand bonds,2013-03-01,220835,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,109808.2,0,0,0,700000,800000,0,1612808.2,Passif,Obligations à terme,Liability,Term bonds,2013-03-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,3050445.72096,0,0,0,3050445.72096,Passif,Obligations à terme,Liability,Term bonds,2013-03-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,1296361.836,19125.760219999996,4700.1895252839995,37972,648902.2338100001,3098159.4661208484,7811.660249999957,50394,5194589.145926132,Passif,Obligations à terme,Liability,Term bonds,2013-03-01,31162,,,,,,
AUTRES_PASSIFS_autres_passifs,297123.801,21.5,153644.77677201398,270992,1716274.91466,450061.164340304,28751.88684,34708,3650962.043612318,Passif,Autres passifs,Liability,Other liabilities,2013-03-01,699384,,,,,,
FONDS_PROPRES_capital_verse,1500000,5000,150202.375,270000,1050000,2093492,150000,103837,5416904.375,Fonds propres,Fonds propres,Equity,Equity,2013-03-01,94373,,,,,,
FONDS_PROPRES_reserves,229831.353,12977,24498.97294,173152,1264955.10636,332871.22053,139049.84042000002,79683,2330235.4932500003,Fonds propres,Fonds propres,Equity,Equity,2013-03-01,73217,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865000002,Fonds propres,Fonds propres,Equity,Equity,2013-03-01,0,,,,,,
FONDS_PROPRES_bnr,640744.79,-17115.58668,-488228.2819,333033,735825.51373,1649041.99331,118772.42507,68269,3163146.85353,Fonds propres,Fonds propres,Equity,Equity,2013-03-01,122804,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,56042.97523,0,0,0,56042.97523,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2013-03-01,0,,,,,,
HORS-BILAN_credit_documentaire,136677.116,0,0,0,634216.416,835945.240769672,0,81038,1690457.7727696719,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2013-03-01,2581,,,,,,
HORS-BILAN_autres,65784.379,175989.91589728202,1223.909419,175247,2116670.78342,432039.68510281807,579832.23708,2217104,6054592.9099191,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2013-03-01,290701,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,9108522.130630001,1366040.2529000002,1388779.935634368,4501270,17289870.82898,17668423.01948,2472181.938101,1640957,57688121.10572537,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2013-03-01,2252076,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,209957.806,344658.46279,32105.094807544,31438,341290.76751,81953.42223,61511.469150000004,756,1232816.522487544,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2013-03-01,129145.5,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,159877.47900000002,415904.63603000005,12400,30455,349713,41243.827000000005,298179.181041,0,1516470.1230710002,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2013-03-01,208697,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,20370986.35528,939492.73922,1666391.6020252819,5367846,21915405.294241,28614885.850599095,2074893.53377,2871181,85917927.37513538,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2013-03-01,2096845,,,,,,
ACTIF_LIQUIDE_encaisse,7698937.932,140642.56394,314942.769301378,370087,2503250.33784,1030139.780707889,26800.90397,69152,12251415.287759265,Actif,Actif liquide,Asset,Liquid asset,2015-06-01,97462,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,12119898.989,1253759.8799299998,2466928.371846956,3923966,15188904.92529,21803816.840786528,742778.8892399999,4486550,64149309.89609349,Actif,Actif liquide,Asset,Liquid asset,2015-06-01,2162706,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,598978.34,73165.70934,138048.84453399,748208,940052.55959,3072438.5998319304,6377.49144,715930,7478390.544735921,Actif,Actif liquide,Asset,Liquid asset,2015-06-01,1185191,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,141392.11124176197,19937,3635.37073,350.74615875267875,1835101.2412400001,0,2000416.4693705149,Actif,Actif liquide,Asset,Liquid asset,2015-06-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,311552.25299999997,15392.7853,71.07415613,156745,71282.56275,417566.51391651196,13267.400150000001,61994,1163967.589272642,Actif,Actif liquide,Asset,Liquid asset,2015-06-01,116096,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,4815000,91000,0,297700,150000,0,0,245069,5598769,Actif,Actif illiquide,Asset,Non-liquid asset,2015-06-01,0,,,,,,
ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.,1475000,272875.25321,0,0,0,818609.20227,0,0,2566484.45548,Actif,Actif illiquide,Asset,Non-liquid asset,2015-06-01,0,,,,,,
ACTIF_ILLIQUIDE_autres_placements,8258562.660480002,29662.8217,507168.09419949795,1260092,12892030.80484,14296132.820240775,290410.40076999995,0,37534059.60223027,Actif,Actif illiquide,Asset,Non-liquid asset,2015-06-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,9766474.62371,915376.2142299999,3457608.4296181137,5644015,19689558.80891,23191571.87576,3513366.530001,1560427,69867140.48222911,Actif,Actif illiquide,Asset,Non-liquid asset,2015-06-01,2128742,,,,,,
ACTIF_ILLIQUIDE_immobilisations,1493797.3675499996,303475.46076,360467.01922,310850,2168665.58095,1536975.57182,211022.48127,351311,6815847.48157,Actif,Actif illiquide,Asset,Non-liquid asset,2015-06-01,79283,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1754086.51935,22009.94663,65144.46011412402,412471,2180762.31183,1146425.107263966,180225.41162,29301,5799679.756808091,Actif,Actif illiquide,Asset,Non-liquid asset,2015-06-01,9254,,,,,,
DÉPÔT_a_vue,22489610.22419,1309043.66999,2554320.310328358,5558482,14283211.057459999,23033108.958244994,1198805.80449,5113390,78584403.02470335,Passif,Dépôt,Liability,Deposit,2015-06-01,3044431,,,,,,
DÉPÔT_epargne,10724784.21561,315027.07991,1955727.141515728,2799749,20186685.35858,22237029.850342836,508745.0146,342942,60862241.660558574,Passif,Dépôt,Liability,Deposit,2015-06-01,1791552,,,,,,
