Indicators,BNC  ,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,SCOTIA,BICH,SOCABK,PROMOBK,SOCABL,BHD *,BHD 
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,75792.347326402,43984,3196.06927,83381.94298540744,1589121.4681799999,0,1795475.8277618093,Actif,Actif liquide,Asset,Liquid asset,2011-12-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,248397.17,51463.40707,30983.03713542,150176,281185.73059000005,561549.14295965,13347.81224,92581,1475425.2999950699,Actif,Actif liquide,Asset,Liquid asset,2011-12-01,45742,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,3098999.87,130000,100000,0,1100000,0,0,329979,4808978.87,Actif,Actif illiquide,Asset,Non-liquid asset,2011-12-01,50000,,,,,,
ACTIF_ILLIQUIDE_autres_placements,4741961.68487,23495.834029999998,23384.472042117995,913869,12719245.539520001,12458006.121900026,57539.4308,0,30937502.083162144,Actif,Actif illiquide,Asset,Non-liquid asset,2011-12-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,4212093.99924,589295.21722,1232579.758483868,3589302,12459052.72804,13730807.803420002,1788974.2636020002,1707994,41165569.770005874,Actif,Actif illiquide,Asset,Non-liquid asset,2011-12-01,1855470,,,,,,
ACTIF_ILLIQUIDE_immobilisations,951399.07455,125356.29928,233315.85330999995,233402,1343908.85537,1224258.26742,163181.5051,74183,4403606.85503,Actif,Actif illiquide,Asset,Non-liquid asset,2011-12-01,54602,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1793930.9079999998,16932.3521567,66890.210386736,354562,1429822.20167,1058190.086399486,81044.9633,95094,4915548.721912922,Actif,Actif illiquide,Asset,Non-liquid asset,2011-12-01,19082,,,,,,
DÉPÔT_a_vue,23409877.800000004,709097.65536,914190.254492674,3553564,14238894.64023,18879653.100937486,779179.12524,2536350,67022238.576260164,Passif,Dépôt,Liability,Deposit,2011-12-01,2001432,,,,,,
DÉPÔT_epargne,7665446.268,464690.83016,1659483.005681966,2217872,16856752.76888,17144382.68806979,403096.38778999995,361868,47979862.948581755,Passif,Dépôt,Liability,Deposit,2011-12-01,1206271,,,,,,
DÉPÔT_a_terme,3152035.06678,417878.2267,698862.995574676,1335885,5976847.623383493,4294319.2985903835,1902566.0504299998,741784,19213480.261458553,Passif,Dépôt,Liability,Deposit,2011-12-01,693302,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,100000,0,375000,0,320000,795000,Passif,Obligations à vue,Liability,Demand bonds,2011-12-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2011-12-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1130126.425,119971.86125885,118791.19762363401,261660,1549218.0753700002,644296.3126314061,66001.28043,326755,4373074.15231389,Passif,Obligations à vue,Liability,Demand bonds,2011-12-01,156254,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,0,0,0,125000,0,400000,0,528000,Passif,Obligations à terme,Liability,Term bonds,2011-12-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,819467.95411,0,0,0,819467.95411,Passif,Obligations à terme,Liability,Term bonds,2011-12-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,1194242.7729999998,16801.97104,2943.75225159,80514,174105.06410000008,359649.702120076,4807.767590000003,93181,1963361.0301016658,Passif,Obligations à terme,Liability,Term bonds,2011-12-01,37115,,,,,,
AUTRES_PASSIFS_autres_passifs,279289.179,315.06384,143175.11210828,244124,760753.0738199998,443605.738524298,2364.73651,958,2223550.903802578,Passif,Autres passifs,Liability,Other liabilities,2011-12-01,348966,,,,,,
FONDS_PROPRES_capital_verse,500000,5000,150202.375,270000,750000,2000000,150000,103837,4023412.375,Fonds propres,Fonds propres,Equity,Equity,2011-12-01,94373,,,,,,
FONDS_PROPRES_reserves,175715.15399999998,53964,26065.105,125057,1160545.7283700001,46559.87535999999,130984.99542,68198,1856827.8581500002,Fonds propres,Fonds propres,Equity,Equity,2011-12-01,69738,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865000002,Fonds propres,Fonds propres,Equity,Equity,2011-12-01,0,,,,,,
FONDS_PROPRES_bnr,1260082.626,-55901.46794,-473144.80323,264401,824998.0031,1884566.24759,129965.89457,38154,3956902.5000899998,Fonds propres,Fonds propres,Equity,Equity,2011-12-01,83781,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,94024.66154,104.155612002,0,0,94128.817152002,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2011-12-01,0,,,,,,
HORS-BILAN_credit_documentaire,128578.495,0,0,0,780979.51576,758021.02603713,0,48419,1715998.03679713,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2011-12-01,0,,,,,,
HORS-BILAN_autres,14575.100999999995,199437.49263388998,0,126378,1430760.3759399997,463877.131732494,399404.933658,1771162,4577641.034964384,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2011-12-01,172046,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,4592498.47524,858639.16799,1320906.114777998,3631161,12701934.19974,13798459.543130001,1878974.6042020002,1730763,42508641.10508,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2011-12-01,1995305,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,380404.476,269343.95077,88326.35629413,41859,242881.4717,67651.73971000001,90000.3406,22769,1343071.33507413,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2011-12-01,139835,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,383969.54,283742.17355,89487,30613,212852,57496.731569999996,177511.12397000002,0,1523903.5690900001,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2011-12-01,288232,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,22703772.348780002,876408.28351,1616137.8159593157,4676365,22259029.428153496,26506916.050327662,2446796.607,2284164,85170266.53373046,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2011-12-01,1800677,,,,,,
ACTIF_LIQUIDE_encaisse,1043514.209,86222.17937,271014.985436592,217691,2116370.06073,934901.130129295,43596.35792,48136,4870992.922585888,Actif,Actif liquide,Asset,Liquid asset,2010-12-01,109547,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,15659211.552000001,437816.54680999997,962545.739531304,2065512,9725636.146960001,12350836.440806702,273663.12799,2699195,45511314.554098,Actif,Actif liquide,Asset,Liquid asset,2010-12-01,1336898,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,1795027.425,164846.76881,190188.509406867,555302,2626341.99451,2786047.3532471485,11304.32187,474678,9554704.372844014,Actif,Actif liquide,Asset,Liquid asset,2010-12-01,950968,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,79541.67783173,21826,4557.30195,70537.33907513396,1696703.65008,0,1873165.968936864,Actif,Actif liquide,Asset,Liquid asset,2010-12-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,158530.26499999998,40152.5441,48019.966016309,52918,289102.45102,377716.75967031304,4717.096100000001,111424,1105603.081906622,Actif,Actif liquide,Asset,Liquid asset,2010-12-01,23022,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,3776999.35,150000,272000,240000,3610000,900000,0,0,9098999.35,Actif,Actif illiquide,Asset,Non-liquid asset,2010-12-01,150000,,,,,,
ACTIF_ILLIQUIDE_autres_placements,3048215.74875,22842.49652,90051.08693710901,581269,11024573.932382958,13432835.324827742,54931.620800000004,0,28254719.210217807,Actif,Actif illiquide,Asset,Non-liquid asset,2010-12-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,4243894.04637,507729.55724999995,1033891.7410847023,2529385,9692938.24278,8514433.89409,1433705.9728370002,1376838,31100429.454411704,Actif,Actif illiquide,Asset,Non-liquid asset,2010-12-01,1767613,,,,,,
ACTIF_ILLIQUIDE_immobilisations,905181.077,107737.23911000001,326609.25642,262553,1334689.31833,1191887.1673299999,192044.77878,17378,4391407.83697,Actif,Actif illiquide,Asset,Non-liquid asset,2010-12-01,53328,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1680050.8059999999,18868.58204085,66641.06331735602,246550,1835954.76402,917374.6042495822,71927.82708999999,196096,5052447.646717788,Actif,Actif illiquide,Asset,Non-liquid asset,2010-12-01,18984,,,,,,
DÉPÔT_a_vue,17319761.579,526234.50414,871031.084215862,2913349,15176922.656609997,16948739.19206605,575349.33515,3306661,59501806.35118192,Passif,Dépôt,Liability,Deposit,2010-12-01,1863758,,,,,,
DÉPÔT_epargne,7084487.864,420831.10551,1552410.054078597,1798615,15819271.673440002,15747514.126032505,383484.97638999997,304866,44260856.799451105,Passif,Dépôt,Liability,Deposit,2010-12-01,1149376,,,,,,
DÉPÔT_a_terme,3082372.06868,440545.4933,646563.668525617,1075558,5931012.674757007,3915733.2320891195,1911466.7062,836345,18498739.84355174,Passif,Dépôt,Liability,Deposit,2010-12-01,659143,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2010-12-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2010-12-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1359834.9619999998,87860.422193377,141983.375527484,191245,1627189.4533,515537.460442716,80979.70950000001,150014,4349344.382963577,Passif,Obligations à vue,Liability,Demand bonds,2010-12-01,194700,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,0,0,0,3000,0,418757.85,0,424757.85,Passif,Obligations à terme,Liability,Term bonds,2010-12-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à terme,Liability,Term bonds,2010-12-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,1438738.713,16121.36778,2842.713371545,37888,315735.20038000005,180829.98759409902,8509.41307,35652,2036301.395195644,Passif,Obligations à terme,Liability,Term bonds,2010-12-01,-16,,,,,,
AUTRES_PASSIFS_autres_passifs,276739.629,340.87912,144101.586978584,227946,901968.73241,666554.088226654,2302.09126,38297,2586228.0069952384,Passif,Autres passifs,Liability,Other liabilities,2010-12-01,327978,,,,,,
FONDS_PROPRES_capital_verse,500000,5000,150202.375,270000,750000,1024188,150000,103837,3047599.375,Fonds propres,Fonds propres,Equity,Equity,2010-12-01,94372,,,,,,
FONDS_PROPRES_reserves,254119.62,72144,46577.225,121055,1045154.69503,386628.71265,125218.32037,70546,2189035.57305,Fonds propres,Fonds propres,Equity,Equity,2010-12-01,67592,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865000002,Fonds propres,Fonds propres,Equity,Equity,2010-12-01,0,,,,,,
FONDS_PROPRES_bnr,991570.0329999999,-47186.85804,-320528.78019,135963,591429.6715900003,2090845.21149,126526.35146,77527,3699602.62931,Fonds propres,Fonds propres,Equity,Equity,2010-12-01,53457,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,2825.019960000001,107.758359315,0,0,2932.7783193150008,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2010-12-01,0,,,,,,
HORS-BILAN_credit_documentaire,354797.281,0,0,0,487271.49853,962892.1532430452,0,71067,1876027.9327730453,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2010-12-01,0,,,,,,
HORS-BILAN_autres,29505.339,98973.224586,14527.341683124001,29074,1529259.75558,1203174.6734500742,310810.77066000004,1220913,6383338.104959198,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2010-12-01,1947100,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,4648241.29237,721458.90869,1083674.9789559753,2578084,10003790.488,8620257.28325,1496673.396327,1415994,32456993.347592976,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2010-12-01,1888819,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,404347.246,213729.35144,49783.237871273006,48699,310852.24522000004,105823.38915999999,62967.42349,39156,1356563.8931812728,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2010-12-01,121206,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,411620.313,309673.00697,103989,41120,363589,66280.88801,172885.11080360002,5278,1750729.3187835999,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2010-12-01,276294,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,16211628.45568,712310.89495,1393135.431530076,3673132,21838485.020507008,23046194.472197674,2319173.36405,3321526,74018463.63891475,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2010-12-01,1502878,,,,,,
ACTIF_LIQUIDE_encaisse,2975548.755,125871.4639,257112.825830333,222082,1638698.14085,1154487.037417622,40710.39496,53738,6559018.617957955,Actif,Actif liquide,Asset,Liquid asset,2009-12-01,90770,0,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,7962733.631,520332.4378,613021.6,1521706,8074475.13145,8443489.091854017,277795.9185,1103970,29442685.810604017,Actif,Actif liquide,Asset,Liquid asset,2009-12-01,925162,0,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,4434363.637,49198.51466,124602.52,351479,1578711.7947799999,2699390.6446271953,7977.37924,126140,9737078.490307195,Actif,Actif liquide,Asset,Liquid asset,2009-12-01,365215,0,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,172661.346730855,74417,21746.22807,89956.51023044158,1579857.732,0,1938638.8170312967,Actif,Actif liquide,Asset,Liquid asset,2009-12-01,0,0,,,,,
ACTIF_LIQUIDE_autres_liquidites,149644.05099999998,19528.49977,10579.178086692,64113,180774.56463,496332.53562645405,24275.06508,67155,1039137.894193146,Actif,Actif liquide,Asset,Liquid asset,2009-12-01,26736,0,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,2660000,104969,121920,64000,2951079.9,650000,0,0,6551968.9,Actif,Actif illiquide,Asset,Non-liquid asset,2009-12-01,0,0,,,,,
ACTIF_ILLIQUIDE_autres_placements,1136733.9354199995,19805.19534,149077.3516845,553983,6848006.211438578,7833767.703532599,56641.7008,0,16598015.098215675,Actif,Actif illiquide,Asset,Non-liquid asset,2009-12-01,0,0,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,4994173.532980001,609634.7943,988762.2867990329,2333509,10543423.514969999,9326707.8588,1547756.097,1705676,33815359.08484903,Actif,Actif illiquide,Asset,Non-liquid asset,2009-12-01,1765716,0,,,,,
ACTIF_ILLIQUIDE_immobilisations,825219.9550000001,33118.97748,343474.54542,222114,1535979.18247,1217240.78114,226781.0623,20487,4500698.503810001,Actif,Actif illiquide,Asset,Non-liquid asset,2009-12-01,76283,0,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1633963.024,17230.93498,39011.502245198,205528,1183178.29741,790104.658245434,56395.49132,59602,4000820.908200632,Actif,Actif illiquide,Asset,Non-liquid asset,2009-12-01,15807,0,,,,,
DÉPÔT_a_vue,13698690.155,481463.2163,510157.863507655,2138732,11148105.51184,11623014.366150254,475843.2773,1410912,42510165.39009791,Passif,Dépôt,Liability,Deposit,2009-12-01,1023247,0,,,,,
DÉPÔT_epargne,6033638.739,284492.3906,1412863.8178543511,1351057,12642052.615680004,12681465.156416278,350223.9311,330772,35997296.65065064,Passif,Dépôt,Liability,Deposit,2009-12-01,910731,0,,,,,
DÉPÔT_a_terme,2787549.933,543472.826,659944.6431518169,1174499,6576013.925123321,4629643.124889327,2034418.233,784587,19843278.685164467,Passif,Dépôt,Liability,Deposit,2009-12-01,653150,0,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,94000,0,0,0,121565,215565,Passif,Obligations à vue,Liability,Demand bonds,2009-12-01,0,0,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2009-12-01,0,0,,,,,
OBLIGATIONS_À_VUE_autres,1010581.562,84314.77202,108394.57347328699,154600,811574.0644999987,314903.013401841,74102.27608,151975,2846676.2614751267,Passif,Obligations à vue,Liability,Demand bonds,2009-12-01,136231,0,,,,,
OBLIGATIONS_À_TERME_banques_locales,278000,0,0,0,11619.91,0,441202.65,0,730822.56,Passif,Obligations à terme,Liability,Term bonds,2009-12-01,0,0,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à terme,Liability,Term bonds,2009-12-01,0,0,,,,,
OBLIGATIONS_À_TERME_autres,1409402.466,15579.82905,2580.356890805,49352,148357.82978,302286.272117381,24310.09656,66695,2032225.8503981861,Passif,Obligations à terme,Liability,Term bonds,2009-12-01,13662,0,,,,,
AUTRES_PASSIFS_autres_passifs,9926.536,686.09835,143896.734684305,190399,878046.76776,511625.34262383205,3321.92963,17102,2096982.409048137,Passif,Autres passifs,Liability,Other liabilities,2009-12-01,341978,0,,,,,
FONDS_PROPRES_capital_verse,500000,5000,150000,90000,647310,1023984,138000,103837,2752503,Fonds propres,Fonds propres,Equity,Equity,2009-12-01,94372,0,,,,,
FONDS_PROPRES_reserves,223236.69199999998,88500,23268.702,102981,1069924.0104200002,186759.01553,131306.743,70546,1941329.16295,Fonds propres,Fonds propres,Equity,Equity,2009-12-01,44807,0,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,105199.2,1387,67705.238,0,0,0,188616.438,Fonds propres,Fonds propres,Equity,Equity,2009-12-01,0,0,,,,,
FONDS_PROPRES_bnr,821354.433,-18144.31411,-296082.71764,265924,555363.0929700002,1427796.5322800002,145461.70429999998,78777,3027960.7308000005,Fonds propres,Fonds propres,Equity,Equity,2009-12-01,47511,0,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,127374.65757,1144.5843021570001,0,2013,130532.241872157,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2009-12-01,0,0,,,,,
HORS-BILAN_credit_documentaire,284021.391,0,0,0,443242.32058,742113.968463499,0,93527,1563510.680043499,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2009-12-01,606,0,,,,,
HORS-BILAN_autres,305086.186,133946.1921,3322.445384596,122246,1335282.3105999997,880175.8713956602,283906.5163,1147465,4424142.521780256,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2009-12-01,212712,0,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,6163130.29898,773751.2403,1146392.948125449,2352028,10883906.02319,9360355.13153,1594196.4,1727878,35879796.04212545,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2009-12-01,1878158,0,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,1168956.766,164116.446,157630.661326416,18519,340482.51302,33647.272730000004,46440.30338,22202,2064436.962456416,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2009-12-01,112442,0,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,1880352.72,294003.517,161469,31811,441373,42306.37675,83352.14505,4822,3095761.7587999995,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2009-12-01,156272,0,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,13732418.333999999,710347.5704600001,1099345.445993823,2881088,17889290.41303332,17840794.75256586,2321698.2518,1839460,59093153.76785301,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2009-12-01,778711,0,,,,,
ACTIF_LIQUIDE_encaisse,1398047.4470000002,89318.48058,235460.52040974,194735,3477592.1158200004,1075610.86349532,30634.03471,40190,6601362.462015061,Actif,Actif liquide,Asset,Liquid asset,2012-03-01,59774,,,,,,
ACTIF_LIQUIDE_avoirs_a_la_brh,23344809.207999997,887960.01841,830347.71469715,2518074,8390527.9264,12115498.39535118,246521.38144,1817125,51635516.64429832,Actif,Actif liquide,Asset,Liquid asset,2012-03-01,1484653,,,,,,
ACTIF_LIQUIDE_avoirs_a_l'etranger,2173067.087,39096.93834,439880.07538457005,456910,1361134.8015300003,3949189.064638495,-156.52628,383688,9955042.440613065,Actif,Actif liquide,Asset,Liquid asset,2012-03-01,1152233,,,,,,
ACTIF_LIQUIDE_avoirs_dans_les_banques_locales,0,0,119384.38641103,22857,6677.43289,58081.340681919144,1598606.13804,0,1805606.2980229491,Actif,Actif liquide,Asset,Liquid asset,2012-03-01,0,,,,,,
ACTIF_LIQUIDE_autres_liquidites,273711.701,24538.249789999998,28210.716238150002,203891,369637.36296,615375.2127943701,49889.27633,189243,1827902.5191125202,Actif,Actif liquide,Asset,Liquid asset,2012-03-01,73406,,,,,,
ACTIF_ILLIQUIDE_bons_b.r.h.,3790200,0,200000,0,927800,0,0,399959,5437959,Actif,Actif illiquide,Asset,Non-liquid asset,2012-03-01,120000,,,,,,
ACTIF_ILLIQUIDE_autres_placements,4288614.97666,23857.36445,23729.582626370015,806272,12570427.86204,12665165.34664182,58025.510800000004,0,30436092.64321819,Actif,Actif illiquide,Asset,Non-liquid asset,2012-03-01,0,,,,,,
ACTIF_ILLIQUIDE_portefeuille_net,4878222.51861,710489.45729,1202148.8262106,3859673,12869919.26527,13904803.56327,1864319.958687,1778044,43036501.5893376,Actif,Actif illiquide,Asset,Non-liquid asset,2012-03-01,1968881,,,,,,
ACTIF_ILLIQUIDE_immobilisations,972332.3025500001,125223.72706,228089.25656999994,250341,1355724.0361900001,1224497.4990599998,157444.96201999998,145386,4512680.78345,Actif,Actif illiquide,Asset,Non-liquid asset,2012-03-01,53642,,,,,,
ACTIF_ILLIQUIDE_autres_actifs,1900684.176,18248.0731305,63879.51181498999,343473,1542363.53579,1065952.68323636,79894.08297,136580,5171596.06294185,Actif,Actif illiquide,Asset,Non-liquid asset,2012-03-01,20521,,,,,,
DÉPÔT_a_vue,27427949.5,767255.94135,877589.07396847,3634094,14289037.979150001,19024726.08277624,868831.61836,2764789,71806797.19560471,Passif,Dépôt,Liability,Deposit,2012-03-01,2152524,,,,,,
DÉPÔT_epargne,7985587.548,414971.46716,1721904.2234956801,2298954,17365762.31567,17982317.93438764,433188.54766,350862,49835134.03637332,Passif,Dépôt,Liability,Deposit,2012-03-01,1281586,,,,,,
DÉPÔT_a_terme,2894888.35824,582698.56584,687314.9671551101,1405650,6007841.118437025,4341899.20718349,1999903.6579600002,878577,19493467.874815624,Passif,Dépôt,Liability,Deposit,2012-03-01,694695,,,,,,
OBLIGATIONS_À_VUE_banques_locales,0,0,0,0,0,0,0,320000,320000,Passif,Obligations à vue,Liability,Demand bonds,2012-03-01,0,,,,,,
OBLIGATIONS_À_VUE_banques_a_l'etranger,0,0,0,0,0,0,0,0,0,Passif,Obligations à vue,Liability,Demand bonds,2012-03-01,0,,,,,,
OBLIGATIONS_À_VUE_autres,1160084.378,119231.3134658,132330.574861,305497,1430385.2494,532177.0515027299,75875.69928,240875,4181349.2665095297,Passif,Obligations à vue,Liability,Demand bonds,2012-03-01,184893,,,,,,
OBLIGATIONS_À_TERME_banques_locales,3000,0,0,0,0,0,300000,0,303000,Passif,Obligations à terme,Liability,Term bonds,2012-03-01,0,,,,,,
OBLIGATIONS_À_TERME_banque_a_l'etranger,0,0,0,0,-80606.60179,0,0,0,-80606.60179,Passif,Obligations à terme,Liability,Term bonds,2012-03-01,0,,,,,,
OBLIGATIONS_À_TERME_autres,1196440.68,18559.1185,4781.83307685,121510,199771.80822,328579.02009649,7401.614620000008,79900,1996133.07451334,Passif,Obligations à terme,Liability,Term bonds,2012-03-01,39189,,,,,,
AUTRES_PASSIFS_autres_passifs,278352.115,19.80449,146050.64137715,243389,874025.0126199999,410427.291277617,5530.76254,42974,2358044.6273047673,Passif,Autres passifs,Liability,Other liabilities,2012-03-01,357276,,,,,,
FONDS_PROPRES_capital_verse,500000,5000,150202.375,270000,750000,2001524,150000,103837,4024936.375,Fonds propres,Fonds propres,Equity,Equity,2012-03-01,94373,,,,,,
FONDS_PROPRES_reserves,238251.353,51530,26065.105,146564,1178324.50088,78681.79314999998,130984.99542,68198,1988381.74745,Fonds propres,Fonds propres,Equity,Equity,2012-03-01,69782,,,,,,
FONDS_PROPRES_surplus_d'apport,0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865000002,Fonds propres,Fonds propres,Equity,Equity,2012-03-01,0,,,,,,
FONDS_PROPRES_bnr,1335135.483,-54858.90178,-480428.92706,229181,758783.50113,1973841.59203,113461.92296,40203,3974110.67028,Fonds propres,Fonds propres,Equity,Equity,2012-03-01,58792,,,,,,
HORS-BILAN_effets_a_l'encaissement,0,0,0,0,155471.23659000001,72.15509349,0,0,155543.39168349002,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2012-03-01,0,,,,,,
HORS-BILAN_credit_documentaire,130337.712,0,0,0,691945.72755,786929.46221454,0,27095,1641783.90176454,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2012-03-01,5476,,,,,,
HORS-BILAN_autres,27753.983999999997,215656.19184893003,0,156558,888384.2289,385250.83143765223,376906.38665,2311944,4490244.622836582,Hors-bilan,Hors-bilan,Off-balance sheet,Off-balance sheet,2012-03-01,127791,,,,,,
PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut,5166646.703609999,1001263.74556,1295791.19745436,3886536,13151637.45214,13975445.676490001,1957642.174637,1818488,44372289.94989136,Portefeuille de crédit,Portefeuille de crédit,Loan portfolio,Loan portfolio,2012-03-01,2118839,,,,,,
PROVISIONS_POUR_CRÉANCES_DOUTEUSES_provisions_pour_creances_douteuses,288424.185,290774.28827,93642.37124376,26863,281718.18687,70642.11322,93322.21595,40444,1335788.36055376,Provisions pour créances douteuses,Provisions pour créances douteuses,Allowance for bad debts,Allowance for bad debts,2012-03-01,149958,,,,,,
PORTEFEUILLE_DE_CRÉDIT_IMPRODUCTIF_portefeuille_de_credit_improductif,341801.08499999996,328999.52400000003,89205,30931,342942,55844.224001,121521.6048468,0,1602804.4378477999,Portefeuille de crédit improductif,Portefeuille de crédit improductif,Non performing loan,Non performing loan,2012-03-01,291560,,,,,,
DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis,26373844.39824,821600.3117300001,1625173.1125992602,4838049,22702064.960357025,26803623.706827372,2580198.77532,2573442,90158222.26507366,Dépôts en USD convertis en HTG,Dépôts en USD convertis en HTG,Deposit in US converted in HTG,Deposit in US converted in HTG,2012-03-01,1840226,,,,,,
ACTIF_LIQUIDE_encaisse,1539248.744,120741.47355,205097.838211412,220565,2901571.3425799995,552752.023987006,37530.970010000005,55189,5729979.392338418,Actif,Actif liquide,Asset,Liquid asset,2011-03-01,97283,,,,,,
